Day,Year,Hour,Minute,Second,Name,Shares,Ask_Price,Bid_Price
125,2020,14,21,32,TUES,10,0.4862,0.4795
125,2020,14,21,53,MDGS,10,3.34,3.3
125,2020,14,22,33,MDGS,10,3.3,3.24
125,2020,14,22,53,TUES,10,0.4862,0.4775
125,2020,14,23,43,TUES,10,0.4862,0.478
125,2020,14,25,6,TUES,10,0.4862,0.479
125,2020,14,25,18,MDGS,10,3.3,3.26
125,2020,14,25,47,MDGS,10,3.3,3.24
125,2020,14,25,47,TUES,10,0.4849,0.479
125,2020,14,26,49,MDGS,10,3.3,3.26
125,2020,14,27,9,MDGS,10,3.3,3.24
125,2020,14,27,10,TUES,10,0.4789,0.4785
125,2020,14,27,21,MDGS,10,3.29,3.24
125,2020,14,27,22,TUES,10,0.4789,0.4775
125,2020,14,27,41,MDGS,10,3.3,3.25
125,2020,14,27,51,MDGS,10,3.34,3.3
125,2020,14,31,7,MDGS,10,3.34,3.32
125,2020,14,31,16,MDGS,10,3.34,3.3
125,2020,14,31,17,TUES,10,0.479,0.4775
125,2020,14,31,29,TUES,10,0.479,0.4789
125,2020,14,34,3,TUES,10,0.4799,0.4789
125,2020,14,34,12,TUES,10,0.4862,0.4789
125,2020,14,34,22,TUES,10,0.4799,0.4789
125,2020,14,34,43,TUES,10,0.4862,0.4789
125,2020,14,35,4,TUES,10,0.4799,0.4789
125,2020,14,35,36,TUES,10,0.4862,0.4789
125,2020,14,35,44,TUES,10,0.4799,0.4789
125,2020,14,36,6,TUES,10,0.4862,0.4789
125,2020,14,36,26,TUES,10,0.4799,0.4789
125,2020,14,36,46,MDGS,10,3.33,3.3
125,2020,14,37,48,TUES,10,0.48,0.4799
125,2020,14,38,28,TUES,10,0.48,0.4789
125,2020,14,45,45,MDGS,10,3.33,3.32
125,2020,14,45,45,TUES,10,0.4833,0.4789
125,2020,14,45,46,AMD,10,52.3,52.29
125,2020,14,45,46,NVDA,10,291.31,291.24
125,2020,14,45,48,AMD,10,52.32,52.31
125,2020,14,45,48,NVDA,10,291.46,291.37
125,2020,14,45,51,AMD,10,52.32,52.3
125,2020,14,45,51,NVDA,10,291.44,291.39
125,2020,14,45,58,AMD,10,52.32,52.31
125,2020,14,45,59,NVDA,10,291.48,291.44
125,2020,14,46,8,AMD,10,52.34,52.33
125,2020,14,46,9,NVDA,10,291.48,291.39
125,2020,14,46,19,TUES,10,0.4832,0.4789
125,2020,14,46,19,AMD,10,52.33,52.32
125,2020,14,46,20,NVDA,10,291.39,291.3
125,2020,14,46,29,NVDA,10,291.36,291.29
125,2020,14,46,40,AMD,10,52.34,52.33
125,2020,14,46,41,NVDA,10,291.34,291.28
125,2020,14,46,50,TUES,10,0.4832,0.48
125,2020,14,46,50,AMD,10,52.38,52.37
125,2020,14,46,51,NVDA,10,291.4,291.34
125,2020,14,47,1,AMD,10,52.36,52.34
125,2020,14,47,2,NVDA,10,291.13,291.04
125,2020,14,47,11,TUES,10,0.4832,0.4789
125,2020,14,47,11,AMD,10,52.36,52.35
125,2020,14,47,12,NVDA,10,291.26,291.18
125,2020,14,47,23,NVDA,10,291.34,291.28
125,2020,14,47,32,AMD,10,52.37,52.36
125,2020,14,47,32,NVDA,10,291.33,291.27
125,2020,14,47,42,AMD,10,52.35,52.34
125,2020,14,47,42,NVDA,10,291.14,291.03
125,2020,14,47,51,MDGS,10,3.33,3.31
125,2020,14,47,52,AMD,10,52.37,52.36
125,2020,14,47,53,NVDA,10,291.35,291.24
125,2020,14,48,4,NVDA,10,291.25,291.16
125,2020,14,48,11,AMD,10,52.33,52.32
125,2020,14,48,12,NVDA,10,291.0,290.94
125,2020,14,48,25,AMD,10,52.31,52.29
125,2020,14,48,26,NVDA,10,291.01,290.95
125,2020,14,48,34,AMD,10,52.3,52.29
125,2020,14,48,34,NVDA,10,290.97,290.9
125,2020,14,48,44,AMD,10,52.33,52.32
125,2020,14,48,45,NVDA,10,290.96,290.89
125,2020,14,48,54,NVDA,10,290.95,290.83
125,2020,14,49,4,NVDA,10,290.98,290.9
125,2020,14,49,16,AMD,10,52.36,52.35
125,2020,14,49,17,NVDA,10,291.17,291.03
125,2020,14,49,25,TUES,10,0.4831,0.4789
125,2020,14,49,26,AMD,10,52.37,52.36
125,2020,14,49,26,NVDA,10,291.2,291.15
125,2020,14,49,35,AMD,10,52.38,52.37
125,2020,14,49,36,NVDA,10,291.05,290.94
125,2020,14,49,47,AMD,10,52.4,52.39
125,2020,14,49,48,NVDA,10,291.1,291.03
125,2020,14,49,55,TUES,10,0.483,0.4789
125,2020,14,49,56,NVDA,10,291.25,291.14
125,2020,14,50,7,TUES,10,0.4829,0.4799
125,2020,14,50,7,AMD,10,52.36,52.35
125,2020,14,50,8,NVDA,10,291.24,291.06
125,2020,14,50,17,TUES,10,0.4862,0.4799
125,2020,14,50,18,AMD,10,52.38,52.37
125,2020,14,50,19,NVDA,10,291.38,291.26
125,2020,14,50,28,NVDA,10,291.27,291.21
125,2020,14,50,37,AMD,10,52.4,52.39
125,2020,14,50,38,NVDA,10,291.4,291.32
125,2020,14,50,48,AMD,10,52.43,52.42
125,2020,14,50,48,NVDA,10,291.34,291.19
125,2020,14,50,57,AMD,10,52.42,52.41
125,2020,14,50,58,NVDA,10,291.38,291.24
125,2020,14,51,8,NVDA,10,291.34,291.26
125,2020,14,51,19,AMD,10,52.41,52.4
125,2020,14,51,20,NVDA,10,291.3,291.21
125,2020,14,51,29,AMD,10,52.39,52.38
125,2020,14,51,29,NVDA,10,291.13,291.04
125,2020,14,51,39,TUES,10,0.483,0.4799
125,2020,14,51,40,NVDA,10,291.15,291.1
125,2020,14,51,49,TUES,10,0.4862,0.4799
125,2020,14,51,50,AMD,10,52.36,52.35
125,2020,14,51,50,NVDA,10,291.08,290.97
125,2020,14,51,59,TUES,10,0.4831,0.4799
125,2020,14,52,0,AMD,10,52.39,52.38
125,2020,14,52,0,NVDA,10,291.15,291.05
125,2020,14,52,11,AMD,10,52.4,52.39
125,2020,14,52,12,NVDA,10,291.16,291.08
125,2020,14,52,21,TUES,10,0.4815,0.4799
125,2020,14,52,22,AMD,10,52.42,52.41
125,2020,14,52,23,NVDA,10,291.2,291.12
125,2020,14,52,31,AMD,10,52.41,52.4
125,2020,14,52,32,NVDA,10,291.21,291.12
125,2020,14,52,41,TUES,10,0.4807,0.4799
125,2020,14,52,42,AMD,10,52.39,52.38
125,2020,14,52,43,NVDA,10,291.16,291.08
125,2020,14,52,51,TUES,10,0.4803,0.4799
125,2020,14,52,52,NVDA,10,291.07,291.02
125,2020,14,53,2,AMD,10,52.37,52.36
125,2020,14,53,2,NVDA,10,291.15,291.07
125,2020,14,53,12,TUES,10,0.4863,0.4799
125,2020,14,53,13,NVDA,10,291.18,291.13
125,2020,14,53,22,AMD,10,52.36,52.35
125,2020,14,53,23,NVDA,10,291.17,291.12
125,2020,14,53,32,AMD,10,52.35,52.34
125,2020,14,53,33,NVDA,10,291.17,291.1
125,2020,14,53,43,AMD,10,52.34,52.33
125,2020,14,53,44,NVDA,10,291.13,291.04
125,2020,14,53,53,AMD,10,52.33,52.32
125,2020,14,53,54,NVDA,10,291.1,290.96
125,2020,14,54,2,MDGS,10,3.32,3.28
125,2020,14,54,3,AMD,10,52.31,52.3
125,2020,14,54,3,NVDA,10,291.05,290.97
125,2020,14,54,15,NVDA,10,291.12,291.07
125,2020,14,54,23,MDGS,10,3.3,3.27
125,2020,14,54,24,AMD,10,52.32,52.31
125,2020,14,54,24,NVDA,10,291.15,291.1
125,2020,14,54,32,MDGS,10,3.29,3.27
125,2020,14,54,33,AMD,10,52.34,52.33
125,2020,14,54,34,NVDA,10,291.3,291.23
125,2020,14,54,42,MDGS,10,3.3,3.27
125,2020,14,54,44,AMD,10,52.35,52.34
125,2020,14,54,44,NVDA,10,291.36,291.3
125,2020,14,54,54,AMD,10,52.34,52.33
125,2020,14,54,55,NVDA,10,290.94,290.9
125,2020,14,55,3,MDGS,10,3.29,3.27
125,2020,14,55,4,TUES,10,0.483,0.4799
125,2020,14,55,4,AMD,10,52.39,52.38
125,2020,14,55,5,NVDA,10,291.17,291.08
125,2020,14,55,14,TUES,10,0.4831,0.4799
125,2020,14,55,15,NVDA,10,291.06,291.01
125,2020,14,55,25,TUES,10,0.483,0.4789
125,2020,14,55,26,AMD,10,52.43,52.42
125,2020,14,55,27,NVDA,10,291.37,291.28
125,2020,14,55,34,TUES,10,0.483,0.478
125,2020,14,55,35,NVDA,10,291.3,291.27
125,2020,14,55,45,TUES,10,0.4809,0.478
125,2020,14,55,45,AMD,10,52.45,52.44
125,2020,14,55,46,NVDA,10,291.44,291.39
125,2020,14,55,56,AMD,10,52.46,52.45
125,2020,14,55,56,NVDA,10,291.48,291.45
125,2020,14,56,6,AMD,10,52.47,52.46
125,2020,14,56,6,NVDA,10,291.37,291.3
125,2020,14,56,16,AMD,10,52.41,52.4
125,2020,14,56,17,NVDA,10,291.22,291.17
125,2020,14,56,25,TUES,10,0.4809,0.48
125,2020,14,56,26,AMD,10,52.45,52.44
125,2020,14,56,27,NVDA,10,291.39,291.27
125,2020,14,56,35,AMD,10,52.46,52.45
125,2020,14,56,36,NVDA,10,291.52,291.48
125,2020,14,56,46,NVDA,10,291.68,291.65
125,2020,14,56,57,AMD,10,52.48,52.47
125,2020,14,56,59,NVDA,10,291.76,291.72
125,2020,14,57,6,MDGS,10,3.29,3.28
125,2020,14,57,7,AMD,10,52.49,52.48
125,2020,14,57,8,NVDA,10,291.72,291.65
125,2020,14,57,20,NVDA,10,291.73,291.68
125,2020,14,57,28,NVDA,10,291.77,291.74
125,2020,14,57,36,MDGS,10,3.29,3.27
125,2020,14,57,37,AMD,10,52.5,52.49
125,2020,14,57,38,NVDA,10,291.75,291.67
125,2020,14,57,47,MDGS,10,3.29,3.28
125,2020,14,57,48,AMD,10,52.54,52.53
125,2020,14,57,48,NVDA,10,291.73,291.66
125,2020,14,57,58,AMD,10,52.55,52.54
125,2020,14,57,59,NVDA,10,291.79,291.76
125,2020,14,58,7,MDGS,10,3.29,3.27
125,2020,14,58,9,AMD,10,52.54,52.53
125,2020,14,58,9,NVDA,10,291.69,291.6
125,2020,14,58,19,NVDA,10,291.63,291.56
125,2020,14,58,29,NVDA,10,291.6,291.56
125,2020,14,58,39,AMD,10,52.55,52.54
125,2020,14,58,39,NVDA,10,291.4,291.35
125,2020,14,58,48,MDGS,10,3.3,3.27
125,2020,14,58,48,TUES,10,0.4809,0.478
125,2020,14,58,49,NVDA,10,291.41,291.3
125,2020,14,58,59,MDGS,10,3.31,3.3
125,2020,14,59,0,TUES,10,0.4809,0.48
125,2020,14,59,0,AMD,10,52.51,52.5
125,2020,14,59,1,NVDA,10,291.35,291.3
125,2020,14,59,10,AMD,10,52.52,52.51
125,2020,14,59,10,NVDA,10,291.14,291.11
125,2020,14,59,22,AMD,10,52.51,52.5
125,2020,14,59,22,NVDA,10,290.93,290.9
125,2020,14,59,31,AMD,10,52.5,52.49
125,2020,14,59,31,NVDA,10,291.29,291.27
125,2020,14,59,40,MDGS,10,3.32,3.3
125,2020,14,59,41,AMD,10,52.55,52.54
125,2020,14,59,42,NVDA,10,291.19,291.11
125,2020,14,59,51,MDGS,10,3.31,3.3
125,2020,14,59,52,TUES,10,0.4808,0.48
125,2020,14,59,52,AMD,10,52.59,52.58
125,2020,14,59,53,NVDA,10,291.74,291.62
125,2020,15,0,2,TUES,10,0.4869,0.4751
125,2020,15,0,3,AMD,10,52.58,52.45
125,2020,15,0,4,NVDA,10,291.85,290.98
125,2020,15,0,11,MDGS,10,3.31,3.22
125,2020,15,0,12,AMD,10,52.6,52.45
125,2020,15,0,31,MDGS,10,3.3,3.22
125,2020,15,0,42,MDGS,10,3.31,3.22
125,2020,15,0,43,AMD,10,52.6,52.57
125,2020,15,0,44,NVDA,10,291.7,291.2
125,2020,15,0,55,AMD,10,52.6,52.45
125,2020,15,1,2,MDGS,10,3.34,3.22
125,2020,15,1,4,AMD,10,52.6,52.57
125,2020,15,1,13,NVDA,10,291.35,291.21
125,2020,15,1,25,AMD,10,52.56,52.45
125,2020,15,1,36,AMD,10,52.55,52.45
125,2020,15,1,36,NVDA,10,291.28,291.21
125,2020,15,1,44,MDGS,10,3.34,3.33
125,2020,15,1,46,AMD,10,52.6,52.45
125,2020,15,1,47,NVDA,10,291.28,290.98
125,2020,15,2,47,AMD,10,52.56,52.45
125,2020,15,2,56,AMD,10,52.6,52.45
125,2020,15,3,18,NVDA,10,291.2,290.98
125,2020,15,3,49,AMD,10,52.55,52.45
125,2020,15,4,48,MDGS,10,3.36,3.34
125,2020,15,4,50,NVDA,10,291.1,290.98
125,2020,15,5,19,NVDA,10,291.1,290.9
125,2020,15,5,31,NVDA,10,291.1,290.75
125,2020,15,5,41,NVDA,10,291.0,290.75
125,2020,15,6,12,NVDA,10,290.95,290.75
125,2020,15,6,31,MDGS,10,3.38,3.36
125,2020,15,6,34,NVDA,10,291.1,290.75
125,2020,15,6,44,NVDA,10,291.34,290.75
125,2020,15,7,4,NVDA,10,291.15,290.75
125,2020,15,7,12,MDGS,10,3.38,3.22
125,2020,15,7,24,NVDA,10,291.1,290.75
125,2020,15,7,46,NVDA,10,291.3,290.75
125,2020,15,7,54,MDGS,10,3.39,3.22
125,2020,15,7,56,NVDA,10,291.35,290.75
125,2020,15,8,5,AMD,10,52.52,52.45
125,2020,15,8,5,NVDA,10,291.15,290.75
125,2020,15,8,57,AMD,10,52.5,52.45
125,2020,15,9,7,AMD,10,52.48,52.45
125,2020,15,9,39,AMD,10,52.45,52.36
125,2020,15,9,50,NVDA,10,291.34,290.75
125,2020,15,10,10,NVDA,10,291.2,290.75
125,2020,15,10,29,AMD,10,52.42,52.36
125,2020,15,10,51,AMD,10,52.41,52.36
125,2020,15,11,0,AMD,10,52.4,52.37
125,2020,15,11,11,NVDA,10,291.34,290.75
125,2020,15,11,23,AMD,10,52.4,52.36
125,2020,15,11,24,NVDA,10,291.3,290.75
125,2020,15,11,43,NVDA,10,291.25,290.75
125,2020,15,12,23,AMD,10,52.43,52.4
125,2020,15,12,44,AMD,10,52.45,52.4
125,2020,15,12,44,NVDA,10,291.25,291.0
125,2020,15,13,3,NVDA,10,291.0,290.75
125,2020,15,13,24,AMD,10,52.45,52.36
125,2020,15,13,24,NVDA,10,291.25,290.75
125,2020,15,13,36,AMD,10,52.45,52.35
125,2020,15,13,45,AMD,10,52.43,52.35
125,2020,15,13,56,NVDA,10,291.09,290.75
125,2020,15,14,15,AMD,10,52.43,52.32
125,2020,15,14,45,AMD,10,52.43,52.35
125,2020,15,14,56,AMD,10,52.43,52.36
125,2020,15,17,1,AMD,10,52.43,52.39
125,2020,15,17,1,NVDA,10,291.09,290.7
125,2020,15,17,20,NVDA,10,291.09,290.75
125,2020,15,17,51,AMD,10,52.43,52.36
125,2020,15,19,3,AMD,10,52.4,52.36
125,2020,15,19,24,AMD,10,52.4,52.39
125,2020,15,19,35,AMD,10,52.45,52.39
125,2020,15,19,43,AMD,10,52.47,52.39
125,2020,15,20,46,NVDA,10,290.95,290.75
125,2020,15,21,7,AMD,10,52.47,52.41
125,2020,15,21,17,AMD,10,52.5,52.41
125,2020,15,23,21,AMD,10,52.5,52.42
125,2020,15,24,24,AMD,10,52.57,52.42
125,2020,15,24,32,AMD,10,52.57,52.5
125,2020,15,25,15,AMD,10,52.57,52.54
125,2020,15,25,25,AMD,10,52.57,52.55
125,2020,15,25,36,AMD,10,52.57,52.54
125,2020,15,25,46,AMD,10,52.57,52.53
125,2020,15,25,46,NVDA,10,291.09,290.96
125,2020,15,25,55,AMD,10,52.57,52.54
125,2020,15,26,16,AMD,10,52.57,52.36
125,2020,15,26,38,NVDA,10,291.24,291.12
125,2020,15,26,48,NVDA,10,291.12,290.96
125,2020,15,26,57,NVDA,10,291.24,290.96
125,2020,15,28,0,AMD,10,52.6,52.36
125,2020,15,28,1,NVDA,10,291.24,290.75
125,2020,15,29,33,NVDA,10,291.0,290.75
125,2020,15,29,43,NVDA,10,291.24,290.75
125,2020,15,29,54,NVDA,10,291.0,290.75
125,2020,15,30,44,AMD,10,52.6,52.51
125,2020,15,31,37,AMD,10,52.6,52.53
125,2020,15,32,20,AMD,10,52.6,52.51
125,2020,15,32,51,AMD,10,52.55,52.51
125,2020,15,33,20,AMD,10,52.55,52.36
125,2020,15,34,2,AMD,10,52.55,52.48
125,2020,15,34,20,MDGS,10,3.38,3.22
125,2020,15,34,31,MDGS,10,3.39,3.22
125,2020,15,36,35,MDGS,10,3.35,3.22
125,2020,15,36,48,AMD,10,52.55,52.4
125,2020,15,36,55,MDGS,10,3.38,3.22
125,2020,15,37,7,AMD,10,52.55,52.43
125,2020,15,37,18,AMD,10,52.55,52.48
125,2020,15,37,27,AMD,10,52.5,52.45
125,2020,15,37,38,AMD,10,52.5,52.46
125,2020,15,37,57,NVDA,10,291.24,290.75
125,2020,15,38,18,AMD,10,52.5,52.47
125,2020,15,38,29,AMD,10,52.5,52.46
125,2020,15,40,1,MDGS,10,3.39,3.22
125,2020,15,40,2,AMD,10,52.5,52.43
125,2020,15,40,11,MDGS,10,3.38,3.22
125,2020,15,40,33,AMD,10,52.5,52.46
125,2020,15,40,54,NVDA,10,291.24,290.92
125,2020,15,41,4,AMD,10,52.5,52.47
125,2020,15,41,35,AMD,10,52.5,52.4
125,2020,15,41,45,AMD,10,52.48,52.4
125,2020,15,43,8,AMD,10,52.48,52.41
125,2020,15,43,48,AMD,10,52.47,52.41
125,2020,15,44,11,NVDA,10,291.24,290.75
125,2020,15,44,51,AMD,10,52.48,52.41
125,2020,15,45,0,MDGS,10,3.39,3.21
125,2020,15,45,10,MDGS,10,3.38,3.21
125,2020,15,45,32,AMD,10,52.45,52.41
125,2020,15,46,4,AMD,10,52.45,52.38
125,2020,15,46,14,MDGS,10,3.38,3.27
125,2020,15,46,15,AMD,10,52.49,52.38
125,2020,15,47,6,AMD,10,52.45,52.38
125,2020,15,47,36,AMD,10,52.47,52.38
125,2020,15,48,5,MDGS,10,3.36,3.27
125,2020,15,48,49,NVDA,10,290.99,290.75
125,2020,15,49,30,AMD,10,52.47,52.45
125,2020,15,49,49,AMD,10,52.47,52.42
125,2020,15,50,0,AMD,10,52.47,52.44
125,2020,15,50,10,AMD,10,52.47,52.45
125,2020,15,50,31,AMD,10,52.47,52.44
125,2020,15,50,42,AMD,10,52.47,52.45
125,2020,15,50,51,MDGS,10,3.36,3.09
125,2020,15,50,53,NVDA,10,291.24,290.75
125,2020,15,51,12,AMD,10,52.5,52.45
125,2020,15,51,33,AMD,10,52.5,52.46
125,2020,15,51,43,AMD,10,52.5,52.45
125,2020,15,52,15,AMD,10,52.52,52.45
125,2020,15,52,25,AMD,10,52.52,52.46
125,2020,15,53,37,AMD,10,52.52,52.47
125,2020,15,53,48,AMD,10,52.52,52.48
125,2020,15,54,19,AMD,10,52.52,52.46
125,2020,15,56,41,MDGS,10,3.35,3.09
125,2020,15,57,1,MDGS,10,3.32,3.09
125,2020,15,57,55,NVDA,10,291.17,290.75
125,2020,15,58,16,AMD,10,52.55,52.52
125,2020,15,58,28,NVDA,10,291.24,290.75
125,2020,15,58,36,AMD,10,52.55,52.46
126,2020,9,30,29,MDGS,10,3.17,3.12
126,2020,9,30,29,TUES,10,0.466,0.4651
126,2020,9,30,29,AMD,10,52.32,52.31
126,2020,9,30,30,NVDA,10,294.62,294.55
126,2020,9,30,39,TUES,10,0.466,0.4638
126,2020,9,30,39,AMD,10,52.33,52.32
126,2020,9,30,39,NVDA,10,294.82,294.6
126,2020,9,30,49,AMD,10,52.31,52.3
126,2020,9,30,49,NVDA,10,294.72,294.5
126,2020,9,30,59,MDGS,10,3.17,3.13
126,2020,9,30,59,AMD,10,52.32,52.31
126,2020,9,30,59,NVDA,10,294.66,294.55
126,2020,9,31,9,AMD,10,52.46,52.45
126,2020,9,31,9,NVDA,10,294.88,294.73
126,2020,9,31,19,AMD,10,52.42,52.41
126,2020,9,31,19,NVDA,10,294.91,294.7
126,2020,9,31,29,AMD,10,52.41,52.4
126,2020,9,31,29,NVDA,10,294.74,294.55
126,2020,9,31,39,NVDA,10,294.49,294.4
126,2020,9,31,49,TUES,10,0.47,0.4649
126,2020,9,31,49,AMD,10,52.48,52.47
126,2020,9,31,50,NVDA,10,294.8,294.63
126,2020,9,31,59,NVDA,10,294.69,294.6
126,2020,9,32,11,AMD,10,52.48,52.46
126,2020,9,32,11,NVDA,10,294.92,294.84
126,2020,9,32,20,AMD,10,52.46,52.44
126,2020,9,32,20,NVDA,10,294.91,294.79
126,2020,9,32,30,AMD,10,52.43,52.42
126,2020,9,32,30,NVDA,10,294.86,294.7
126,2020,9,32,40,TUES,10,0.472,0.4649
126,2020,9,32,40,AMD,10,52.44,52.43
126,2020,9,32,41,NVDA,10,294.77,294.7
126,2020,9,32,49,TUES,10,0.4719,0.4649
126,2020,9,32,50,NVDA,10,294.74,294.64
126,2020,9,32,59,AMD,10,52.51,52.5
126,2020,9,33,0,NVDA,10,294.89,294.78
126,2020,9,33,10,AMD,10,52.55,52.54
126,2020,9,33,10,NVDA,10,295.19,295.09
126,2020,9,33,20,AMD,10,52.53,52.52
126,2020,9,33,21,NVDA,10,295.2,295.08
126,2020,9,33,30,AMD,10,52.51,52.5
126,2020,9,33,30,NVDA,10,295.2,295.05
126,2020,9,33,40,AMD,10,52.53,52.52
126,2020,9,33,41,NVDA,10,295.2,295.03
126,2020,9,33,50,TUES,10,0.4719,0.4621
126,2020,9,33,50,AMD,10,52.58,52.56
126,2020,9,33,50,NVDA,10,295.2,295.06
126,2020,9,34,20,MDGS,10,3.16,3.13
126,2020,9,34,20,TUES,10,0.4719,0.4689
126,2020,9,34,20,AMD,10,52.59,52.57
126,2020,9,34,20,NVDA,10,295.45,295.39
126,2020,9,34,30,MDGS,10,3.17,3.13
126,2020,9,34,30,AMD,10,52.57,52.56
126,2020,9,34,31,NVDA,10,295.38,295.19
126,2020,9,34,41,AMD,10,52.56,52.55
126,2020,9,34,41,NVDA,10,295.26,295.15
126,2020,9,34,51,NVDA,10,295.05,294.94
126,2020,9,35,0,TUES,10,0.4719,0.4621
126,2020,9,35,1,AMD,10,52.53,52.52
126,2020,9,35,1,NVDA,10,295.26,295.08
126,2020,9,35,11,TUES,10,0.4699,0.4621
126,2020,9,35,11,AMD,10,52.52,52.51
126,2020,9,35,11,NVDA,10,295.24,295.08
126,2020,9,35,21,NVDA,10,295.19,295.11
126,2020,9,35,31,NVDA,10,295.29,295.11
126,2020,9,35,41,AMD,10,52.51,52.5
126,2020,9,35,41,NVDA,10,295.2,295.01
126,2020,9,35,51,AMD,10,52.46,52.45
126,2020,9,35,51,NVDA,10,295.17,295.01
126,2020,9,36,1,AMD,10,52.47,52.46
126,2020,9,36,2,NVDA,10,294.92,294.81
126,2020,9,36,12,AMD,10,52.49,52.48
126,2020,9,36,12,NVDA,10,295.0,294.83
126,2020,9,36,22,TUES,10,0.4697,0.4621
126,2020,9,36,22,AMD,10,52.46,52.45
126,2020,9,36,22,NVDA,10,295.12,294.96
126,2020,9,36,31,AMD,10,52.44,52.43
126,2020,9,36,32,NVDA,10,295.09,294.98
126,2020,9,36,42,NVDA,10,295.06,294.93
126,2020,9,36,52,AMD,10,52.42,52.41
126,2020,9,36,52,NVDA,10,294.99,294.92
126,2020,9,37,1,MDGS,10,3.15,3.13
126,2020,9,37,2,TUES,10,0.4689,0.4621
126,2020,9,37,2,AMD,10,52.46,52.45
126,2020,9,37,2,NVDA,10,295.13,294.98
126,2020,9,37,12,NVDA,10,295.07,294.98
126,2020,9,37,22,AMD,10,52.44,52.43
126,2020,9,37,22,NVDA,10,295.17,294.99
126,2020,9,37,32,MDGS,10,3.17,3.15
126,2020,9,37,32,NVDA,10,295.09,295.01
126,2020,9,37,42,AMD,10,52.38,52.37
126,2020,9,37,42,NVDA,10,295.02,294.91
126,2020,9,37,52,TUES,10,0.4689,0.4645
126,2020,9,37,52,AMD,10,52.37,52.36
126,2020,9,37,52,NVDA,10,294.91,294.74
126,2020,9,38,2,TUES,10,0.4674,0.4647
126,2020,9,38,2,AMD,10,52.34,52.33
126,2020,9,38,3,NVDA,10,294.84,294.71
126,2020,9,38,12,TUES,10,0.4674,0.4621
126,2020,9,38,13,AMD,10,52.28,52.27
126,2020,9,38,13,NVDA,10,294.83,294.69
126,2020,9,38,22,TUES,10,0.4659,0.4621
126,2020,9,38,22,NVDA,10,294.8,294.7
126,2020,9,38,32,TUES,10,0.4659,0.4647
126,2020,9,38,32,AMD,10,52.32,52.31
126,2020,9,38,33,NVDA,10,294.9,294.82
126,2020,9,38,44,NVDA,10,294.99,294.87
126,2020,9,38,53,TUES,10,0.4673,0.4647
126,2020,9,38,54,AMD,10,52.31,52.3
126,2020,9,38,54,NVDA,10,294.99,294.88
126,2020,9,39,3,AMD,10,52.28,52.27
126,2020,9,39,4,NVDA,10,294.62,294.53
126,2020,9,39,13,TUES,10,0.4658,0.4647
126,2020,9,39,13,NVDA,10,294.85,294.8
126,2020,9,39,24,AMD,10,52.27,52.26
126,2020,9,39,24,NVDA,10,294.96,294.8
126,2020,9,39,33,AMD,10,52.24,52.23
126,2020,9,39,34,NVDA,10,294.86,294.71
126,2020,9,39,44,AMD,10,52.29,52.28
126,2020,9,39,44,NVDA,10,294.99,294.86
126,2020,9,39,54,TUES,10,0.4656,0.4621
126,2020,9,39,54,AMD,10,52.34,52.33
126,2020,9,39,54,NVDA,10,295.04,294.87
126,2020,9,40,4,TUES,10,0.4656,0.463
126,2020,9,40,4,AMD,10,52.36,52.35
126,2020,9,40,4,NVDA,10,295.02,294.94
126,2020,9,40,14,TUES,10,0.4657,0.463
126,2020,9,40,14,NVDA,10,295.18,294.96
126,2020,9,40,26,AMD,10,52.3,52.29
126,2020,9,40,26,NVDA,10,294.97,294.74
126,2020,9,40,35,TUES,10,0.4657,0.4636
126,2020,9,40,35,AMD,10,52.28,52.26
126,2020,9,40,35,NVDA,10,294.66,294.5
126,2020,9,40,47,AMD,10,52.32,52.31
126,2020,9,40,48,NVDA,10,294.81,294.69
126,2020,9,40,58,AMD,10,52.31,52.3
126,2020,9,40,59,NVDA,10,294.69,294.55
126,2020,9,41,7,AMD,10,52.29,52.27
126,2020,9,41,7,NVDA,10,294.73,294.54
126,2020,9,41,18,AMD,10,52.27,52.25
126,2020,9,41,18,NVDA,10,294.63,294.58
126,2020,9,41,28,AMD,10,52.28,52.27
126,2020,9,41,28,NVDA,10,294.52,294.45
126,2020,9,41,39,AMD,10,52.23,52.22
126,2020,9,41,40,NVDA,10,294.28,294.15
126,2020,9,41,48,AMD,10,52.2,52.19
126,2020,9,41,49,NVDA,10,294.2,294.01
126,2020,9,41,58,AMD,10,52.24,52.23
126,2020,9,41,59,NVDA,10,294.23,294.12
126,2020,9,42,9,AMD,10,52.22,52.2
126,2020,9,42,10,NVDA,10,294.22,293.96
126,2020,9,42,19,AMD,10,52.23,52.22
126,2020,9,42,20,NVDA,10,294.1,293.98
126,2020,9,42,30,AMD,10,52.24,52.23
126,2020,9,42,30,NVDA,10,294.16,294.04
126,2020,9,42,39,MDGS,10,3.16,3.15
126,2020,9,42,40,AMD,10,52.27,52.26
126,2020,9,42,41,NVDA,10,294.15,293.99
126,2020,9,42,50,AMD,10,52.29,52.28
126,2020,9,42,51,NVDA,10,294.35,294.16
126,2020,9,43,0,AMD,10,52.28,52.27
126,2020,9,43,0,NVDA,10,294.19,294.07
126,2020,9,43,10,TUES,10,0.4658,0.4636
126,2020,9,43,10,AMD,10,52.34,52.33
126,2020,9,43,11,NVDA,10,294.36,294.24
126,2020,9,43,20,AMD,10,52.4,52.39
126,2020,9,43,20,NVDA,10,294.69,294.49
